source_id,suspicious_id,type,obfuscation,source_offset,source_length,suspicious_offset,suspicious_length
source-document02544.txt,suspicious-document00100,artificial,high,1714,526,16691,589
source-document02177.txt,suspicious-document00101,artificial,high,8809,2491,621,2376
source-document02177.txt,suspicious-document00101,artificial,high,795,3092,3912,2371
source-document02177.txt,suspicious-document00101,artificial,high,31204,1814,7632,1702
source-document02177.txt,suspicious-document00101,artificial,high,7707,255,10137,228
source-document09528.txt,suspicious-document00102,artificial,high,257927,15335,68021,8388
source-document09528.txt,suspicious-document00102,artificial,high,251622,3193,153713,3204
source-document09528.txt,suspicious-document00102,artificial,high,255855,1801,182710,1782
source-document09528.txt,suspicious-document00102,artificial,high,421109,234,198680,222
source-document09055.txt,suspicious-document00103,artificial,high,10595,2186,27460,2299
source-document09055.txt,suspicious-document00103,artificial,high,13310,238,47350,211
source-document10531.txt,suspicious-document00103,artificial,high,272141,3541,95296,2663
source-document09055.txt,suspicious-document00103,artificial,high,14913,509,128816,531
source-document05994.txt,suspicious-document00104,translation,false,102943,16991,34169,15336
source-document05994.txt,suspicious-document00104,translation,false,158403,17926,89399,16452
source-document05994.txt,suspicious-document00104,translation,false,214084,24282,185829,21936
source-document05994.txt,suspicious-document00104,translation,false,277135,23431,254122,21230
source-document09469.txt,suspicious-document00104,translation,false,541,3221,328065,2909
source-document09469.txt,suspicious-document00104,translation,false,4354,3046,344308,2826
source-document05994.txt,suspicious-document00104,translation,false,40304,21397,371377,19306
source-document05994.txt,suspicious-document00104,translation,false,204753,4213,433716,3867
source-document05994.txt,suspicious-document00104,translation,false,240939,4257,451437,3765
source-document05994.txt,suspicious-document00104,translation,false,4247,5041,478399,4529
source-document05994.txt,suspicious-document00104,translation,false,408221,1584,486936,1472
source-document05994.txt,suspicious-document00104,translation,false,493314,228,491627,199
source-document04091.txt,suspicious-document00106,artificial,low,53492,251,5410,241
source-document04879.txt,suspicious-document00107,artificial,low,19051,4487,1768,4119
source-document04879.txt,suspicious-document00107,artificial,low,6254,2220,8457,2182
source-document07655.txt,suspicious-document00107,artificial,low,6548,22019,18166,15548
source-document05181.txt,suspicious-document00107,artificial,low,234077,21576,52784,16877
source-document04879.txt,suspicious-document00107,artificial,low,33887,502,72688,512
source-document05181.txt,suspicious-document00107,artificial,low,91337,3876,74918,3869
source-document04879.txt,suspicious-document00107,artificial,low,25780,4490,81022,4716
source-document05181.txt,suspicious-document00107,artificial,low,158198,253,87544,256
source-document05181.txt,suspicious-document00107,artificial,low,126831,687,88377,695
source-document05181.txt,suspicious-document00107,artificial,low,218233,1793,90119,1710
source-document07746.txt,suspicious-document00108,artificial,high,42937,14965,3123,3329
source-document07746.txt,suspicious-document00108,artificial,high,353409,15684,12668,14617
source-document07746.txt,suspicious-document00108,artificial,high,255569,16028,31935,12768
source-document07746.txt,suspicious-document00108,artificial,high,328422,23246,47211,21939
source-document07746.txt,suspicious-document00108,artificial,high,566378,24177,79006,12436
source-document07746.txt,suspicious-document00108,artificial,high,202463,4219,97941,3942
source-document07746.txt,suspicious-document00108,artificial,high,546511,16755,105010,12227
source-document01891.txt,suspicious-document00108,artificial,high,0,3292,120578,1692
source-document07746.txt,suspicious-document00108,artificial,high,280410,262,122913,253
source-document07746.txt,suspicious-document00108,artificial,high,91852,2182,123490,2211
source-document07746.txt,suspicious-document00108,artificial,high,36947,1693,126335,1608
source-document07746.txt,suspicious-document00108,artificial,high,651340,2915,128884,2794
source-document07746.txt,suspicious-document00108,artificial,high,73300,4872,132833,2900
source-document09728.txt,suspicious-document00108,artificial,high,677,261,136466,279
source-document07746.txt,suspicious-document00108,artificial,high,309643,497,137153,517
source-document10033.txt,suspicious-document00109,artificial,high,15734,1414,44,1554
source-document04907.txt,suspicious-document00109,artificial,high,16388,24279,4382,12397
source-document03605.txt,suspicious-document00109,artificial,high,0,3866,17322,1368
source-document03923.txt,suspicious-document00109,artificial,high,65448,5076,19386,3586
source-document10033.txt,suspicious-document00109,artificial,high,10448,719,23098,704
source-document10033.txt,suspicious-document00109,artificial,high,6133,259,23903,254
source-document10033.txt,suspicious-document00109,artificial,high,7721,226,24158,225
source-document04387.txt,suspicious-document00109,artificial,high,3084,245,24503,270
source-document10040.txt,suspicious-document00112,artificial,high,8552,259,335,307
source-document08525.txt,suspicious-document00113,artificial,low,4782,238,648,245
source-document05140.txt,suspicious-document00113,artificial,low,312400,722,2551,715
source-document05140.txt,suspicious-document00113,artificial,low,170515,4782,8046,4893
source-document08525.txt,suspicious-document00113,artificial,low,3911,516,30810,534
source-document05140.txt,suspicious-document00113,artificial,low,464576,523,33286,550
source-document01106.txt,suspicious-document00115,artificial,low,26837,14764,29994,13675
source-document01106.txt,suspicious-document00115,artificial,low,234,681,153097,667
source-document01106.txt,suspicious-document00115,artificial,low,11484,739,162471,699
source-document08537.txt,suspicious-document00115,artificial,low,465002,4735,193546,4588
source-document08537.txt,suspicious-document00115,artificial,low,95381,3398,223375,3207
source-document08537.txt,suspicious-document00115,artificial,low,222933,818,250902,821
source-document00973.txt,suspicious-document00115,artificial,low,4775,3472,270749,3400
source-document00973.txt,suspicious-document00115,artificial,low,3743,226,289497,217
source-document00973.txt,suspicious-document00115,artificial,low,4509,266,293397,257
source-document08537.txt,suspicious-document00115,artificial,low,343228,539,295216,544
source-document00973.txt,suspicious-document00115,artificial,low,846,473,302610,480
source-document08537.txt,suspicious-document00115,artificial,low,310012,231,305411,240
source-document04471.txt,suspicious-document00119,artificial,low,3606,786,2347,813
source-document04471.txt,suspicious-document00119,artificial,low,8869,255,6485,252
source-document04471.txt,suspicious-document00119,artificial,low,4818,253,8216,250
source-document04471.txt,suspicious-document00119,artificial,low,14941,743,11109,742
source-document04471.txt,suspicious-document00119,artificial,low,6123,241,14362,234
source-document10493.txt,suspicious-document00122,artificial,high,66489,18359,150088,10534
source-document10493.txt,suspicious-document00122,artificial,high,39696,3303,188186,3244
source-document10988.txt,suspicious-document00122,artificial,high,177294,17409,272815,4337
source-document10493.txt,suspicious-document00122,artificial,high,104364,16100,379331,6947
source-document10988.txt,suspicious-document00122,artificial,high,58157,251,524855,272
source-document07984.txt,suspicious-document00122,artificial,high,404657,474,527670,488
source-document03337.txt,suspicious-document00122,artificial,high,60170,3951,541802,4085
source-document10493.txt,suspicious-document00122,artificial,high,95515,682,573854,755
source-document00984.txt,suspicious-document00122,artificial,high,5860,1472,579937,1475
source-document03337.txt,suspicious-document00122,artificial,high,24183,254,594196,224
source-document05924.txt,suspicious-document00126,artificial,none,11789,267,1277,266
source-document05924.txt,suspicious-document00126,artificial,none,11352,234,3200,232
source-document05958.txt,suspicious-document00126,artificial,none,608,266,3499,264
source-document05958.txt,suspicious-document00126,artificial,none,1372,243,5829,240
source-document03459.txt,suspicious-document00127,artificial,low,182452,19900,129726,20411
source-document03459.txt,suspicious-document00127,artificial,low,120453,4904,236442,4725
source-document01644.txt,suspicious-document00127,artificial,low,25404,2288,263370,2280
source-document07214.txt,suspicious-document00127,artificial,low,843472,261,271825,258
source-document03459.txt,suspicious-document00127,artificial,low,9851,683,276375,685
source-document01644.txt,suspicious-document00127,artificial,low,9520,480,282928,493
source-document05194.txt,suspicious-document00129,translation,false,60151,23285,28983,20882
source-document08018.txt,suspicious-document00129,translation,false,15400,16866,74384,15386
source-document05194.txt,suspicious-document00129,translation,false,128857,2686,99919,2416
source-document05194.txt,suspicious-document00129,translation,false,155649,16989,109051,15355
source-document05194.txt,suspicious-document00129,translation,false,38587,15254,156251,13866
source-document05194.txt,suspicious-document00129,translation,false,108073,740,180596,667
source-document08018.txt,suspicious-document00129,translation,false,1334,4847,182503,4457
source-document05194.txt,suspicious-document00129,translation,false,93635,2984,197898,2724
source-document08018.txt,suspicious-document00129,translation,false,8026,1482,202547,1383
source-document08018.txt,suspicious-document00129,translation,false,10696,1726,205853,1581
source-document08259.txt,suspicious-document00131,artificial,high,698041,23338,4736,9980
source-document08259.txt,suspicious-document00131,artificial,high,1795555,21347,81257,21843
source-document08259.txt,suspicious-document00131,artificial,high,743400,3121,118393,2898
source-document02666.txt,suspicious-document00131,artificial,high,221978,4719,128904,4700
source-document02666.txt,suspicious-document00131,artificial,high,107834,1486,139186,1324
source-document08259.txt,suspicious-document00131,artificial,high,1133136,816,141715,841
source-document11005.txt,suspicious-document00133,artificial,high,1832,17356,109916,16391
source-document10226.txt,suspicious-document00133,artificial,high,60459,17655,260587,15975
source-document05988.txt,suspicious-document00133,artificial,high,42556,15478,486005,8437
source-document05988.txt,suspicious-document00133,artificial,high,61741,1888,504517,1940
source-document00842.txt,suspicious-document00133,artificial,high,2008,723,523696,712
source-document05988.txt,suspicious-document00133,artificial,high,67897,471,530578,481
source-document02315.txt,suspicious-document00134,artificial,high,154117,2285,5393,2207
source-document02315.txt,suspicious-document00134,artificial,high,107626,453,10306,506
source-document02446.txt,suspicious-document00137,artificial,high,185495,2036,518,1972
source-document09831.txt,suspicious-document00137,artificial,high,318208,4490,3674,4611
source-document09831.txt,suspicious-document00137,artificial,high,545778,248,8932,244
source-document02446.txt,suspicious-document00137,artificial,high,145479,3764,9500,3390
source-document09831.txt,suspicious-document00137,artificial,high,509661,521,13798,521
source-document09831.txt,suspicious-document00137,artificial,high,573407,455,14528,436
source-document02051.txt,suspicious-document00139,artificial,high,67367,22640,2710,20085
source-document03604.txt,suspicious-document00139,artificial,high,103031,4158,24685,4572
source-document00706.txt,suspicious-document00139,artificial,high,12667,15439,31446,11785
source-document08666.txt,suspicious-document00139,artificial,high,24928,18864,45479,17918
source-document02051.txt,suspicious-document00139,artificial,high,49228,2522,65504,2536
source-document02051.txt,suspicious-document00139,artificial,high,24709,19944,71266,14993
source-document08763.txt,suspicious-document00139,artificial,high,191879,22684,87208,21793
source-document03604.txt,suspicious-document00139,artificial,high,72519,4269,112877,4140
source-document00706.txt,suspicious-document00139,artificial,high,510,4956,117934,4913
source-document08763.txt,suspicious-document00139,artificial,high,7204,16259,125859,16819
source-document02051.txt,suspicious-document00139,artificial,high,3900,20809,145534,13089
source-document08763.txt,suspicious-document00139,artificial,high,27945,19240,160957,17999
source-document02051.txt,suspicious-document00139,artificial,high,52446,14921,181374,13750
source-document08666.txt,suspicious-document00139,artificial,high,4781,15373,199986,8363
source-document08763.txt,suspicious-document00139,artificial,high,65437,19731,210610,18145
source-document08666.txt,suspicious-document00139,artificial,high,43792,15039,230802,14680
source-document03604.txt,suspicious-document00139,artificial,high,42684,22392,247647,20887
source-document08666.txt,suspicious-document00139,artificial,high,82850,2434,272613,2190
source-document08763.txt,suspicious-document00139,artificial,high,138508,22190,277395,6078
source-document08763.txt,suspicious-document00139,artificial,high,169601,16556,285987,6664
source-document08763.txt,suspicious-document00139,artificial,high,101044,24263,296384,18882
source-document08666.txt,suspicious-document00139,artificial,high,21822,1753,317961,1728
source-document00706.txt,suspicious-document00139,artificial,high,5721,4952,320422,4552
source-document03604.txt,suspicious-document00139,artificial,high,5842,21983,327217,23306
source-document08763.txt,suspicious-document00139,artificial,high,48270,16974,355183,16117
source-document03604.txt,suspicious-document00139,artificial,high,116260,3465,371860,3309
source-document03604.txt,suspicious-document00139,artificial,high,79899,17955,376655,10479
source-document03604.txt,suspicious-document00139,artificial,high,34211,4971,390030,4701
source-document02051.txt,suspicious-document00139,artificial,high,145510,3287,394891,3632
source-document08763.txt,suspicious-document00139,artificial,high,126185,2978,399392,2972
source-document02051.txt,suspicious-document00139,artificial,high,105972,253,402549,312
source-document08763.txt,suspicious-document00139,artificial,high,131342,3284,403411,3344
source-document08763.txt,suspicious-document00139,artificial,high,4323,2711,406853,2666
source-document03604.txt,suspicious-document00139,artificial,high,68879,246,409987,274
source-document03050.txt,suspicious-document00141,artificial,high,39496,2301,215,2305
source-document03050.txt,suspicious-document00141,artificial,high,65697,1907,3154,1726
source-document03050.txt,suspicious-document00141,artificial,high,116027,4232,5573,3090
source-document03050.txt,suspicious-document00141,artificial,high,19115,4973,9598,3113
source-document03050.txt,suspicious-document00141,artificial,high,111615,736,13803,682
source-document03050.txt,suspicious-document00141,artificial,high,112351,269,14672,276
source-document07192.txt,suspicious-document00141,artificial,high,18600,461,15016,493
source-document03050.txt,suspicious-document00141,artificial,high,125443,244,15571,245
source-document05812.txt,suspicious-document00145,artificial,high,70216,778,78,734
source-document00941.txt,suspicious-document00145,artificial,high,292292,4171,1045,4210
source-document00941.txt,suspicious-document00145,artificial,high,125677,2163,5857,2264
source-document05812.txt,suspicious-document00145,artificial,high,187805,2048,8561,1968
source-document05812.txt,suspicious-document00145,artificial,high,175317,741,10530,755
source-document07043.txt,suspicious-document00146,artificial,low,50392,2243,4007,2221
source-document08278.txt,suspicious-document00146,artificial,low,4788,813,27773,798
source-document00741.txt,suspicious-document00148,artificial,high,12682,1625,393,1599
source-document00741.txt,suspicious-document00148,artificial,high,6339,3972,2654,3773
source-document00741.txt,suspicious-document00148,artificial,high,0,4470,7233,4007
source-document09544.txt,suspicious-document00148,artificial,high,0,4965,12974,4673
source-document00741.txt,suspicious-document00148,artificial,high,11493,236,18051,237
source-document00741.txt,suspicious-document00148,artificial,high,5724,245,18289,252
source-document07242.txt,suspicious-document00148,artificial,high,147509,2509,18851,2274
source-document00741.txt,suspicious-document00148,artificial,high,14307,264,21646,276
source-document06230.txt,suspicious-document00149,artificial,high,1131,17520,4965,6208
source-document06051.txt,suspicious-document00149,artificial,high,3564,22883,14928,6231
source-document06230.txt,suspicious-document00149,artificial,high,20601,266,30609,253
source-document06374.txt,suspicious-document00149,artificial,high,132592,15229,35621,13261
source-document06374.txt,suspicious-document00149,artificial,high,187664,21203,54014,15712
source-document04938.txt,suspicious-document00149,artificial,high,0,2832,76282,2741
source-document06374.txt,suspicious-document00149,artificial,high,267742,19810,84001,14207
source-document04938.txt,suspicious-document00149,artificial,high,3551,2382,102213,2358
source-document06374.txt,suspicious-document00149,artificial,high,300268,3942,106534,3588
source-document04938.txt,suspicious-document00149,artificial,high,5933,2485,111492,2329
source-document06374.txt,suspicious-document00149,artificial,high,366396,3520,114686,3214
source-document04938.txt,suspicious-document00149,artificial,high,2832,242,118645,258
source-document09456.txt,suspicious-document00150,artificial,low,10499,1924,3447,1907
source-document02896.txt,suspicious-document00150,artificial,low,854419,1443,68220,1531
source-document02896.txt,suspicious-document00150,artificial,low,1009002,245,77798,241
source-document05228.txt,suspicious-document00152,artificial,low,21514,4603,136,4467
source-document00134.txt,suspicious-document00152,artificial,low,5016,1732,5067,1724
source-document00134.txt,suspicious-document00152,artificial,low,25842,1562,7084,1557
source-document00134.txt,suspicious-document00152,artificial,low,23719,458,8642,459
source-document05228.txt,suspicious-document00152,artificial,low,2373,485,9411,521
source-document05228.txt,suspicious-document00152,artificial,low,14382,679,9933,683
source-document05228.txt,suspicious-document00152,artificial,low,8234,261,10617,256
source-document07081.txt,suspicious-document00155,artificial,low,3159,245,3585,256
source-document00290.txt,suspicious-document00158,artificial,low,8799,2973,42241,2890
source-document01202.txt,suspicious-document00158,artificial,low,12973,538,65106,559
source-document08358.txt,suspicious-document00158,artificial,low,75562,3268,76412,3283
source-document08766.txt,suspicious-document00158,artificial,low,25072,2756,166354,2762
source-document01202.txt,suspicious-document00158,artificial,low,22774,3585,195631,3626
source-document08766.txt,suspicious-document00158,artificial,low,21583,2498,302987,2519
source-document08766.txt,suspicious-document00158,artificial,low,826,729,320051,764
source-document00290.txt,suspicious-document00158,artificial,low,4913,485,329860,482
source-document01202.txt,suspicious-document00158,artificial,low,36050,739,337883,792
source-document08766.txt,suspicious-document00158,artificial,low,30371,491,349421,472
source-document11087.txt,suspicious-document00165,artificial,high,5259,3353,353,3194
source-document11087.txt,suspicious-document00165,artificial,high,54,5060,4887,3159
source-document01275.txt,suspicious-document00165,artificial,high,25344,3316,8791,3283
source-document01275.txt,suspicious-document00165,artificial,high,29085,2060,13225,1825
source-document11087.txt,suspicious-document00165,artificial,high,10830,542,15478,579
source-document01275.txt,suspicious-document00165,artificial,high,63351,520,16058,488
source-document11087.txt,suspicious-document00165,artificial,high,10063,516,16695,505
source-document10747.txt,suspicious-document00167,artificial,high,1709,2206,8820,2178
source-document05822.txt,suspicious-document00168,artificial,high,285209,4222,5051,3036
source-document05822.txt,suspicious-document00168,artificial,high,227796,15447,26698,7044
source-document05822.txt,suspicious-document00168,artificial,high,165643,2233,96578,1562
source-document02889.txt,suspicious-document00168,artificial,high,40101,2445,104900,2258
source-document07320.txt,suspicious-document00168,artificial,high,17416,538,113043,564
source-document02889.txt,suspicious-document00168,artificial,high,84269,271,115746,262
source-document05822.txt,suspicious-document00168,artificial,high,52591,238,116393,227
source-document10583.txt,suspicious-document00170,artificial,low,0,545,3082,545
source-document10583.txt,suspicious-document00170,artificial,low,2700,263,5474,262
source-document10750.txt,suspicious-document00173,artificial,high,85167,1972,288,1968
source-document10750.txt,suspicious-document00173,artificial,high,401318,706,2839,679
source-document03930.txt,suspicious-document00175,artificial,high,117285,24488,135679,25645
source-document07541.txt,suspicious-document00175,artificial,high,27717,2813,260994,2751
source-document10192.txt,suspicious-document00175,artificial,high,5765,2406,276228,2392
source-document07541.txt,suspicious-document00175,artificial,high,20719,1444,308263,1404
source-document06165.txt,suspicious-document00176,artificial,high,150150,2078,16841,2249
source-document06165.txt,suspicious-document00176,artificial,high,123067,486,44017,503
source-document03063.txt,suspicious-document00176,artificial,high,94963,1717,72743,1698
source-document00310.txt,suspicious-document00176,artificial,high,12952,508,85519,469
source-document06165.txt,suspicious-document00176,artificial,high,209148,3759,156614,4026
source-document03290.txt,suspicious-document00176,artificial,high,9379,2784,193391,2691
source-document06165.txt,suspicious-document00176,artificial,high,31014,1826,242603,1875
source-document00310.txt,suspicious-document00176,artificial,high,3217,2018,266323,1959
source-document04856.txt,suspicious-document00177,artificial,low,99095,25027,3867,24165
source-document07101.txt,suspicious-document00177,artificial,low,0,15131,77663,15432
source-document04856.txt,suspicious-document00177,artificial,low,86400,1530,118634,1510
source-document00362.txt,suspicious-document00177,artificial,low,6277,475,121088,481
source-document04856.txt,suspicious-document00177,artificial,low,59255,25079,162131,27067
source-document04856.txt,suspicious-document00177,artificial,low,129264,15237,213478,14987
source-document04856.txt,suspicious-document00177,artificial,low,22254,23289,257455,16806
source-document06527.txt,suspicious-document00177,artificial,low,792,23074,308843,24565
source-document00423.txt,suspicious-document00177,artificial,low,148179,21002,382052,20279
source-document00423.txt,suspicious-document00177,artificial,low,128185,17247,439798,15721
source-document04856.txt,suspicious-document00177,artificial,low,1851,20240,508277,21877
source-document00423.txt,suspicious-document00177,artificial,low,79045,4275,540151,3824
source-document00362.txt,suspicious-document00177,artificial,low,12867,4972,550824,4881
source-document00362.txt,suspicious-document00177,artificial,low,0,3778,563622,3747
source-document00423.txt,suspicious-document00177,artificial,low,169570,24529,589052,23679
source-document00362.txt,suspicious-document00177,artificial,low,10228,244,638703,243
source-document00362.txt,suspicious-document00177,artificial,low,10547,1741,641709,1689
source-document00423.txt,suspicious-document00177,artificial,low,93133,769,645689,774
source-document10586.txt,suspicious-document00179,artificial,high,1090212,24136,16242,24125
source-document10586.txt,suspicious-document00179,artificial,high,1071713,3771,64166,3623
source-document10586.txt,suspicious-document00179,artificial,high,205084,23965,73648,14557
source-document10586.txt,suspicious-document00179,artificial,high,979218,4461,124742,4401
source-document10586.txt,suspicious-document00179,artificial,high,817703,22735,138630,23356
source-document10586.txt,suspicious-document00179,artificial,high,932384,3680,191217,1896
source-document10586.txt,suspicious-document00179,artificial,high,303048,1965,198572,1822
source-document10586.txt,suspicious-document00179,artificial,high,1448040,23557,218772,21560
source-document10586.txt,suspicious-document00179,artificial,high,562788,4709,258984,4545
source-document04349.txt,suspicious-document00179,artificial,high,0,2337,272173,2203
source-document04349.txt,suspicious-document00179,artificial,high,2794,775,275910,712
source-document10586.txt,suspicious-document00179,artificial,high,987915,1958,279211,1764
source-document10586.txt,suspicious-document00179,artificial,high,1199122,4211,287732,3928
source-document10586.txt,suspicious-document00179,artificial,high,1051415,797,292531,756
source-document10586.txt,suspicious-document00179,artificial,high,999856,227,294520,254
source-document10586.txt,suspicious-document00179,artificial,high,854803,249,295032,271
source-document10586.txt,suspicious-document00179,artificial,high,968521,726,296051,733
source-document01057.txt,suspicious-document00180,artificial,low,125900,22002,4883,20496
source-document01057.txt,suspicious-document00180,artificial,low,89559,22246,28447,19586
source-document01057.txt,suspicious-document00180,artificial,low,48899,20253,55795,17998
source-document01057.txt,suspicious-document00180,artificial,low,70316,16740,78402,11330
source-document05133.txt,suspicious-document00180,artificial,low,1265,2406,90188,2448
source-document05133.txt,suspicious-document00180,artificial,low,9402,3693,93482,3719
source-document01057.txt,suspicious-document00180,artificial,low,169405,5011,98130,5027
source-document01057.txt,suspicious-document00180,artificial,low,2546,516,104291,509
source-document01057.txt,suspicious-document00180,artificial,low,23212,4806,106172,4870
source-document01057.txt,suspicious-document00180,artificial,low,3739,237,111043,239
source-document05133.txt,suspicious-document00180,artificial,low,7916,490,111283,498
source-document10668.txt,suspicious-document00183,artificial,low,18001,3263,7918,3090
source-document10668.txt,suspicious-document00183,artificial,low,195088,1958,16471,1966
source-document10668.txt,suspicious-document00183,artificial,low,616337,1680,24552,1650
source-document10668.txt,suspicious-document00183,artificial,low,55275,504,28132,506
source-document10668.txt,suspicious-document00183,artificial,low,811375,255,29384,248
source-document03291.txt,suspicious-document00185,artificial,low,23508,3525,2361,3423
source-document03291.txt,suspicious-document00185,artificial,low,2554,1976,47733,1967
source-document03291.txt,suspicious-document00185,artificial,low,28727,19497,131081,12809
source-document03291.txt,suspicious-document00185,artificial,low,8883,3975,252530,3956
source-document03291.txt,suspicious-document00185,artificial,low,1587,820,288473,801
source-document03291.txt,suspicious-document00185,artificial,low,17410,517,293662,516
source-document02992.txt,suspicious-document00186,artificial,low,4737,233,1,264
source-document10215.txt,suspicious-document00186,artificial,low,14527,17896,2565,18010
source-document09182.txt,suspicious-document00186,artificial,low,409780,2286,23440,2195
source-document09182.txt,suspicious-document00186,artificial,low,317913,16708,27663,16543
source-document09182.txt,suspicious-document00186,artificial,low,228236,1700,46974,1664
source-document09182.txt,suspicious-document00186,artificial,low,206433,3053,49759,3034
source-document06371.txt,suspicious-document00187,artificial,high,44080,1495,692,1363
source-document09433.txt,suspicious-document00187,artificial,high,530,252,2619,260
source-document09433.txt,suspicious-document00187,artificial,high,18457,518,3324,468
source-document09433.txt,suspicious-document00187,artificial,high,13024,1529,4617,1547
source-document09433.txt,suspicious-document00187,artificial,high,4054,1977,7740,2015
source-document09433.txt,suspicious-document00187,artificial,high,15166,255,10610,242
source-document01439.txt,suspicious-document00192,artificial,high,2300,3246,9649,2755
source-document01439.txt,suspicious-document00192,artificial,high,1771,489,22960,464
source-document10529.txt,suspicious-document00193,artificial,low,4601,21513,114484,10869
source-document08554.txt,suspicious-document00193,artificial,low,316076,3663,427419,3692
source-document10257.txt,suspicious-document00193,artificial,low,68913,2239,508509,2116
source-document08937.txt,suspicious-document00193,artificial,low,50924,2205,576292,2193
source-document09111.txt,suspicious-document00193,artificial,low,0,3855,655331,3793
source-document08937.txt,suspicious-document00193,artificial,low,248835,478,671988,478
source-document08554.txt,suspicious-document00193,artificial,low,98397,228,683059,234
source-document10611.txt,suspicious-document00193,artificial,low,11418,238,687313,250
source-document03092.txt,suspicious-document00194,artificial,high,1348,21280,2045,21476
source-document11044.txt,suspicious-document00194,artificial,high,96931,20220,31129,21324
source-document05494.txt,suspicious-document00194,artificial,high,41656,1705,57108,1695
source-document11044.txt,suspicious-document00194,artificial,high,149302,22733,63224,21790
source-document05494.txt,suspicious-document00194,artificial,high,164915,2244,88891,2068
source-document10880.txt,suspicious-document00194,artificial,high,9046,18498,91572,8512
source-document05494.txt,suspicious-document00194,artificial,high,114739,24976,108843,9999
source-document05494.txt,suspicious-document00194,artificial,high,73146,16093,125720,16005
source-document05494.txt,suspicious-document00194,artificial,high,6797,18256,150713,17446
source-document03092.txt,suspicious-document00194,artificial,high,821,527,169400,523
source-document11044.txt,suspicious-document00194,artificial,high,218000,17509,172947,17633
source-document10763.txt,suspicious-document00203,artificial,high,27999,2507,23205,2563
source-document10763.txt,suspicious-document00203,artificial,high,23225,4774,126338,5110
source-document10763.txt,suspicious-document00203,artificial,high,5094,2673,161898,2753
source-document10028.txt,suspicious-document00203,artificial,high,10413,3733,250791,3651
source-document09211.txt,suspicious-document00208,artificial,low,0,2719,12569,2643
source-document09545.txt,suspicious-document00208,artificial,low,339075,527,28922,541
source-document06812.txt,suspicious-document00213,artificial,high,6707,3976,71868,2361
source-document01111.txt,suspicious-document00213,artificial,high,10545,2748,125142,2813
source-document06812.txt,suspicious-document00213,artificial,high,2745,3729,181738,2973
source-document06812.txt,suspicious-document00213,artificial,high,18619,2296,233282,2423
source-document01111.txt,suspicious-document00213,artificial,high,27446,2282,268058,2310
source-document01111.txt,suspicious-document00213,artificial,high,37916,1727,319890,1881
source-document00665.txt,suspicious-document00213,artificial,high,11992,550,338494,579
source-document01111.txt,suspicious-document00213,artificial,high,81466,256,343193,250
source-document01111.txt,suspicious-document00213,artificial,high,13368,463,351043,466
source-document10521.txt,suspicious-document00214,artificial,low,677,15185,1785,14518
source-document10521.txt,suspicious-document00214,artificial,low,22537,1419,20118,1421
source-document10521.txt,suspicious-document00214,artificial,low,35250,526,21838,524
source-document06472.txt,suspicious-document00215,artificial,high,10428,2418,337,2287
source-document06472.txt,suspicious-document00215,artificial,high,22935,2063,3316,1616
source-document06472.txt,suspicious-document00215,artificial,high,26461,3249,5793,3308
source-document06472.txt,suspicious-document00215,artificial,high,17693,494,9431,494
source-document06472.txt,suspicious-document00215,artificial,high,7650,749,10265,734
source-document06472.txt,suspicious-document00215,artificial,high,32312,238,11000,239
source-document06847.txt,suspicious-document00216,artificial,low,4399,743,9351,762
source-document10454.txt,suspicious-document00216,artificial,low,7011,1534,32683,1595
source-document09892.txt,suspicious-document00216,artificial,low,10827,4097,83567,4555
source-document00604.txt,suspicious-document00217,artificial,low,11072,15648,1570,13117
source-document01891.txt,suspicious-document00217,artificial,low,186,3219,15165,3191
source-document08711.txt,suspicious-document00217,artificial,low,462448,17267,18700,14779
source-document08711.txt,suspicious-document00217,artificial,low,193664,22714,36003,20458
source-document08711.txt,suspicious-document00217,artificial,low,337008,20725,60327,20844
source-document08711.txt,suspicious-document00217,artificial,low,515841,18453,81852,18189
source-document00544.txt,suspicious-document00217,artificial,low,103656,3037,101879,3030
source-document00604.txt,suspicious-document00217,artificial,low,6992,467,105157,460
source-document00544.txt,suspicious-document00217,artificial,low,188511,3745,105693,3295
source-document08711.txt,suspicious-document00217,artificial,low,512357,245,109318,239
source-document00544.txt,suspicious-document00217,artificial,low,86203,501,109638,516
source-document00604.txt,suspicious-document00217,artificial,low,10264,263,110155,255
source-document08711.txt,suspicious-document00217,artificial,low,402951,492,110462,485
source-document04194.txt,suspicious-document00219,artificial,low,343120,21990,171386,21618
source-document10153.txt,suspicious-document00219,artificial,low,56,4463,251003,4497
source-document04194.txt,suspicious-document00219,artificial,low,341107,712,269140,710
source-document04194.txt,suspicious-document00219,artificial,low,377238,3000,273965,3044
source-document00847.txt,suspicious-document00219,artificial,low,12228,274,305097,267
source-document08602.txt,suspicious-document00220,artificial,high,78632,2901,2000,2875
source-document08602.txt,suspicious-document00220,artificial,high,530936,1784,9082,1826
source-document06533.txt,suspicious-document00221,artificial,low,414248,765,1125,773
source-document05842.txt,suspicious-document00221,artificial,low,22620,523,5695,526
source-document10933.txt,suspicious-document00223,artificial,low,233135,2095,307,2083
source-document10933.txt,suspicious-document00223,artificial,low,215451,1783,2768,1775
source-document10933.txt,suspicious-document00223,artificial,low,77353,4624,5445,4727
source-document10933.txt,suspicious-document00223,artificial,low,356996,1445,11462,1458
